,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
17352,Eloise at the Plaza,2003,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,This is a comedy about a six-year-old girl who lives at thr Plaza Hotel in New York City and causes havoc.
17353,One Last Hug,2014,Missing,Missing,Missing,Missing,Missing,Missing,"""One Last Hug"" chronicles a three day summer camp for children learning to cope with the death of a loved one. With the guidance of trained professionals, grieving children as young as seven years old learn that their feelings are normal, and that by talking about them they can begin to heal. A testament to the healing power of shared sorrow, One Last Hug shows the often-unseen and particular experience of children's grief."
17354,Two Men in Town,2014,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing,A convict is released from prison in a small town in New Mexico. 18 years ago he killed a deputy. The then-and-now sheriff seeks revenge.
17355,Vesna va veloce,1996,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Vesna, a Czech girl, arrives in Italy without money and, because of poverty, is forced into prostitution."
17356,James Dean,2001,insufficient sample,8.0,insufficient sample,9.0,Missing,Missing,"The man behind the legend and a knowing look at the 1950's Hollywood are revealed in this dynamic bioepic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without A Cause and Giant."
17357,Eloise at Christmastime,2003,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,Eloise insists on helping with yuletide nuptials.
17358,Bizarre,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the club’s playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Luka’s growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace."
17359,I'm Here,2010,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"A library assistant plods through an ordinary life in LA until a chance meeting opens his eyes to the power of creativity and ultimately, love. When this new life and love begin to fall apart, he discovers he has a lot to give. This short film proves that ordinary is no place to be."
17361,Closure,2013,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary about a trans-racial adoptee who finds her birth mother, and meets the rest of a family who didn't know she existed, including her birth father.  A story about identity, the complexities of trans-racial adoption, and most importantly, CLOSURE."
17362,Quicker Than the Eye,1990,Missing,Missing,insufficient sample,5.0,Missing,Missing,
17363,Reformat the Planet,2008,Missing,Missing,Missing,Missing,Missing,Missing,"'Blip Festival: Reformat the Planet' is a feature length documentary which delves into the movement known as ChipTunes, a vibrant underground scene based around creating new, original music using old video game hardware. Familiar devices such as the Nintendo Game Boy and Nintendo Entertainment System are pushed in new directions with startling results. Using New York as a microcosm for a larger global movement, 'Reformat the Planet' maps out the genesis of the first annual Blip Festival, a four day celebration of over 30 international artists exploring the untapped potential of low-bit video game consoles. With floor-stomping rhythms and fist-waving melodies, trailblazers of the ChipTune idiom descend upon Manhattan to pen a new chapter in the history of electronic music."
17364,Drew: The Man Behind the Poster,2013,insufficient sample,1.0,0.0,11.0,Missing,Missing,A documentary on legendary movie-poster artist Drew Struzan.
17365,Plastic Bag,2009,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"A plastic bag, thrown out in the trash, attempts to find his way back to his owner and along the way discovers the world."
17366,The Last Five Years,2014,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives."
17367,Naken,2000,Missing,Missing,insufficient sample,2.0,Missing,Missing,"When Anders wakes up on his wedding day, he finds himself naked in an elevator, only remembering some of what happened."
17368,The Ghosts in Our Machine,2013,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Through the heart and photographic lens of international photographer Jo-Anne McArthur,  we become intimately familiar with a cast of non-human animals. The film follows Jo-Anne over the course of a year as she photographs several animal stories in parts of Canada,  the U.S. and in Europe. Each story is a window into global animal industries:  Food, Fashion, Entertainment and Research."
17369,Crimson Peak,2015,0.1875,16.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers."
17370,As Dreamers Do,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"The early life of Walt Disney is explored in this family film with an art house twist. Though his reality was often dark, it was skewed by his ever growing imagination and eternal optimism."
17371,Dragonheart 3: The Sorcerer's Curse,2015,0.45454545454545453,11.0,Missing,Missing,Missing,Missing,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages."
17372,12:01 PM,1990,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Kurtwood Smith plays Myron Castleman, an everyman who keeps repeating the same hour of his life, from 12:01 PM to 1:00 PM."
17373,The Great Los Angeles Earthquake,1990,insufficient sample,4.0,Missing,Missing,Missing,Missing,"After a series of small tremors in Los Angeles, Dr. Clare Winslow, a local seismologist, pinpoints the exact location and time of when the long awaited earthquake--""The Big One""--will strike southern California. With this information, she must battle city officials to release this information to the general public. Also, she hopes that her family is out of harms way when the quake strikes. Subplots show how other families and people cope with the the tremors that strike before the impending ""Big One."""
17374,Chris Rock: Bigger & Blacker,1999,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"Chris Rock brings his critically acclaimed brand of social commentary-themed humor to this 1999 standup comedy presentation from HBO. Also released as an album, Chris Rock: Bigger &amp; Blacker features Rock on-stage extolling his razor-sharp wit and wisdom on such topics as gun control, President Clinton, homophobia, racism, black leaders, and relationships."
17375,Chris Rock: Bring the Pain,1996,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A true equal-opportunity offender, Chris Rock's brand of humor will make you think after you're done laughing."
17376,Crockdale,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Dive into the life of teen Sarah Fiction, as she leads you through Crockdale, encountering friends, enemies, Detectives, missing children and a dark mystery that could rock the little town to its core."
17377,Beau Brummell: This Charming Man,2006,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"This BBC historical drama stars James Purefoy as Beau Brummell, the original sharp-dressed dandy of 18th-century London. A socialite responsible for inventing the modern suit, Brummell befriends and restyles Prince Regent of Wales."
17378,Casanova,2005,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love."
17379,Chaar Sahibzaade,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Chaar Sahibzaade is the first photo realistic' 3D animation film in S-3D on Sikh history. It is the real story of the sacrifices of the four sons of Guru Gobind Singh ji (tenth guru of Sikhs)- Baba Ajit Singh ji, Baba Jujhar Singh ji, Baba Zorawar Singh ji and Baba Fateh Singh ji."
17380,Kurmanjan Datka. Queen of the Mountains,2014,Missing,Missing,Missing,Missing,Missing,Missing,"At a time when most females in Asia possess little or no power over their lives, headstrong Kurmanjan Datka defies her family's authority -- and ultimately becomes the ruler of her native Kyrgyzstan region."
17383,Bey Yaar,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"In the desperation to earn quick money, two best friends put their moral values at stake and end up losing their pride and dignity. They then choose a wrong path to set things right and snatch back what was rightfully theirs."
17384,Life's a Breeze,2013,Missing,Missing,insufficient sample,5.0,Missing,Missing,Life's A Breeze tells the story of a family as they search for a lost fortune around the streets of Dublin.
17385,O Amor Natural,1996,Missing,Missing,Missing,Missing,Missing,Missing,"O AMOR NATURAL is a documentary film about the erotic poetry of one of the greatest Latin American poets of the 20th century, the Brazilian Carlos Drummond de Andrade (1902-1987).  The erotic poems of Carlos Drummond de Andrade, a household name in Brazil, remained unpublished during his lifetime, as he feared they would be deemed pornographic. In this celebration of his poetry and sensual vision, elderly residents of Rio read his poems and comment on their graphic, voluptuous imagery with tremendous candor and enthusiasm."
17386,The Forgotten Space,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Details the catastrophic effects globalization has wrought on the ship, truck and train industries. We visit displaced farmers and villagers in Holland and Belgium, underpaid truck drivers in Los Angeles, seafarers aboard mega-ships shuttling between Asia and Europe, and factory workers in China, whose low wages are the fragile key to the whole puzzle. At a moment when collective bargaining rights are under attack in the United States, and China continues to bow to foreign pressures to prevent such rights from being granted at all, this film asks: Is capitalism the Trojan horse that turns on its inventors?"
17387,The Runner from Ravenshead,2010,Missing,Missing,Missing,Missing,Missing,Missing,"The Pilgrim's Progress meets The Little Rascals in this engaging story that features an all-child cast. After a daring escape from Ravenshead Prison, Sam must outrun the relentless wardens. Thankfully, the City of Refuge Guide Service is there to help her to freedom, but with every guide already busy, the accident-prone janitor, Henry, gets his long-awaited first assignment. Join Sam and Henry as they experience hair-breadth escapes, hilarious mishaps, and a climactic pursuit in this action-packed adventure that features a unique, all-children cast."
17389,Cloudburst,2011,Missing,Missing,insufficient sample,6.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"When Dot (Brenda Fricker)'s granddaughter puts her into a nursing home, Stella (Olympia Dukakis) stages a breakout, and takes Dot to Canada so they can get married. They pick up a hitchhiker along the way."
17390,En enkel till Antibes,2011,Missing,Missing,insufficient sample,4.0,Missing,Missing,"When George (Sven-Bertil Taube), a half-blind widower, learns that his children (Malin Morgan, Dan Ekborg) have conceived an elaborate plan to get their hands on his assets before he dies, he must confront his life choices. After catching his young home help Maria (Rebecca Ferguson's screen debut) red-handed in the act of stealing, George blackmails her into assisting him in a counterattack, triggering off a chain reaction in the family. George's children discover that he has a secret mistress in France."
17391,Mike Birbiglia: My Girlfriend's Boyfriend,2013,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love."
17392,Tom Segura: Completely Normal,2014,insufficient sample,3.0,Missing,Missing,Missing,Missing,An original stand-up comedy special written and performed by comedian Tom Segura.
17393,Mike Birbiglia: What I Should Have Said Was Nothing,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Mike says, ""A few years ago my therapist suggested I keep a journal of all the crazy things that were going on in my life, so that I could keep things in perspective. Around the same time audiences were demanding more material, and I realized that other people might enjoy these stories-so I started sending them out to my mailing list. Now, my Secret Public Journal has become a Comedy Central special and DVD for all the world to see. Not sure this is what my therapist had in mind."""
17395,Heckler,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing,"HECKLER is a comedic feature documentary exploring the increasingly critical world we live in. After starring in a film that was critically bashed, Jamie Kennedy takes on hecklers and critics and ask some interesting questions of people such as George Lucas, Bill Maher, Mike Ditka, Rob Zombie, Howie Mandel and many more. This fast moving, hilarious documentary pulls no punches as you see an uncensored look at just how nasty and mean the fight is between those in the spotlight and those in the dark."
17396,Hollywood between Paranoia and Sci-Fi. The Power of Myth,2011,Missing,Missing,insufficient sample,6.0,Missing,Missing,Gives insight into the creators mindset and how they culled from real life events to create some of the biggest sci-fi films of all time.
17397,"Honey, We Shrunk Ourselves",1997,insufficient sample,6.0,insufficient sample,9.0,Missing,Missing,"The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move."
17398,Hotel Hell Vacation,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Clark and Ellen Griswold embark on a trip to visit their son Rusty and his family, but along the way Clark has planned a romantic getaway where everything turns to disaster."
17399,Na kathesai kai na koitas,2013,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Antigone returns from Athens to her troubled hometown, determined to keep a low profile. But this is a complex, difficult woman — her name is no coincidence — and her run-ins with the town's brutish men set a dramatic series of events in motion. A moral drama with an edge."
17401,House IV,1992,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing,Roger Cobb (William Katt) is killed in a car accident. His family must move into the house that has haunted him for several years. Soon the family begins to experience scary and unexplained phenomena.
17402,I Love Sarah Jane,2008,insufficient sample,7.0,insufficient sample,1.0,Missing,Missing,"Ah, young love. The air seems clearer. The sun seems brighter. There's a spring in the step. Too bad about the zombie apocalypse."
17403,Mahler auf der Couch,2010,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,Alma Mahler's affair with the young architect Walter Gropius sets in motion a marital drama that forces her husband Gustav Mahler to seek advice from Sigmund Freud.
17404,Stitch! The Movie,2003,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"The continuing adventures of Lilo, a little Hawaiian girl, and Stitch, the galaxy's most wanted extraterrestrial. Stitch, Pleakley, and Dr. Jumba are all part of the household now. But what Lilo and Stitch don't know is that Dr. Jumba brought one of his alien ""experiments"" to Hawaii."
17405,Phantomschmerz,2009,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,Marc is a passionate cyclist and urban slacker who avoids work and responsibility. Marc's life changes from one moment to the next when he suffers a life-changing accident. He can either wallow in self-pity or tackle the beast called life with the help of love and willpower.
17406,The Invisible Frame,2009,Missing,Missing,Missing,Missing,Missing,Missing,"In 1988 Cynthia Beatt and the young Tilda Swinton embarked on a filmic journey along the Berlin Wall into little-known territory. The film CYCLING THE FRAME is now an unusual document.  21 years later, in June 2009, Beatt &amp; Swinton re-traced the line of the Wall that once isolated West Berlin. THE INVISIBLE FRAME depicts this poetic passage through varied landscapes, this time on both sides of the former Wall."
17407,Hot Tub Time Machine 2,2015,Missing,Missing,0.4444444444444444,18.0,Missing,Missing,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend."
17408,Music for One Apartment and Six Drummers,2001,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A gang in a Volvo have staked out a flat; when its occupants leave to walk their dog, the six break into the place."
17409,Le Concile de pierre,2006,Missing,Missing,insufficient sample,8.0,Missing,Missing,"In France, the single translator Diane Siprien adopts an Asian baby named Liu-San in a foundation directed by Sybille Weber. Years later, a weird mark appears on the boy's chest and Diane and Liu share their dreadful nightmares. Diane is assigned for a three-day job in Germany and she leaves Liu with her friend Sybille. However, while going to the airport, Diane finds Liu hidden in the backseat and startles with an eagle flying toward the windshield, crashing her car. Liu falls into a coma and his digital recorder records the boy speaking in an unknown dialect. When Diane searches the translation and the origins of Liu, she is surrounded by mysterious murders. She discovers that the dialect is from the mystic Mongolian Tseven tribe and that Liu is a powerful Observer; further, he is in danger, threatened by sorcerers that need the boy for their Council of the Stone.."
17410,Lascars,2009,Missing,Missing,Missing,Missing,Missing,Missing,"Condé-sur-Ginette, en périphérie d'une grande ville, à mille lieux du sable chaud, des cocotiers et du bleu océan des Caraïbes. C'est l'été. Le soleil brûle le chrome des mobylettes, réchauffe le bitume des tours, asphyxie les halls d'immeubles et crame les esprits. Ici, tout le monde rêve des plages de Santo Rico. Certains plus que d'autres. Pour Tony Merguez et José Frelate, les deux MC's du qua"
17411,Les Beaux Gosses,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,A coming-of-age tale about an adolescent boy and his efforts to fit in amongst a varied cast of characters.
17412,JohnnyExpress,2014,Missing,Missing,Missing,Missing,Missing,Missing,"It's 2150. There are all sorts of Aliens living throughout space. Johnny is a Space Delivery Man who travels to different planets to deliver packages. Johnny is lazy and his only desire is to sleep in his autopilot spaceship. When the spaceship arrives at the destination, all he has to do is simply deliver the box. However, it never goes as planned. Johnny encounters strange and bizarre planets and always seems to cause trouble on his delivery route.  Will he be able to finish his mission without trouble?"
17414,Lovestruck: The Musical,2013,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Harper was one of the best dancers to hit Broadway, but an injury caused her to leave the spotlight, become a choreographer, and raise her daughter Mirabella. When Mirabella decides to quit the show to get married, her mother is determined to put a stop to the wedding and show Mirabella that she cannot give up her career for love."
17415,Getting Go: The Go Doc Project,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Too shy to make a proper introduction, a recent college grad devises to shoot a documentary about the NYC nightlife scene in order to meet the go-go guy he’s cyber-obsessed with."
17416,Eddie Izzard: Glorious,1997,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations. Along the way, we learn of the search for a career, bad giraffes, Prince Philip's gaffes, toilets in French campsites, the mysteries of hopscotch, becoming one's Dad and tranny bashing."
17417,Eddie Izzard: Circle,2002,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Town Hall, New York City, 26 June 2000. An evening with Eddie Izzard in which he moves back and forth in time, with religion as the loose but constant theme."
17418,Secrets of Eden,2012,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Based on Chris Bohjalian’s New York Times best-selling novel, “Secrets of Eden” centers on Stephen Drew, an adored small-town minister, and the brutal and sadistic murder-suicide of Alice and George Hayward, the town’s most beloved parishioners. Dark secrets begin to surface."
17420,Perez.,2014,Missing,Missing,Missing,Missing,Missing,Missing,
17421,The Coven,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"In Highgate London, five young teenagers hoping to witness Pagan activity, camp in historic Queen's Wood on Halloween but soon discover they are part of the ritual when a mysterious Biker hunts them down."
17423,Serving Life,2011,insufficient sample,2.0,Missing,Missing,Missing,Missing,"""Serving Life"" is the first OWN original documentary airing on the network narrated and executive produced by Academy Award winner Forest Whitaker.  The film takes viewers inside Louisiana's maximum security prison at Angola, where the average sentence is more than 90 years.  The prisoners within its walls are the worst of the worst - rapists, kidnappers and murderers.  With prison sentences so long, 85 percent will never again live in the outside world.  Instead, the will grow old and die in Angola.  ""Serving Life"" documents an extraordinary hospice program where hardened criminals care for their dying fellow inmates."
17424,Joanna,2013,Missing,Missing,Missing,Missing,Missing,Missing,Joanna is famous because of her blog on confronting  a terminal disease. The movie shows her everyday life.
17425,Nasza klatwa,2013,Missing,Missing,Missing,Missing,Missing,Missing,"The film is a personal statement of the director and his wife, who have to deal with a very rare and incurable disease of their newborn child – the Ondine’s Curse (also known as CCHS, congenital central hypoventilation syndrome). People affected with this disease stop breathing during sleep and require a lifetime mechanical ventilation on a ventilator. The film shows the process of taming fear associated with the disease."
17426,Banklady,2013,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing,"Banklady tells the true story of Gisela Werler, a law-abiding factory worker from Hamburg, who falls in love with a thief and becomes a media darling as Germany’s first and most notorious female bank robber. Cunning, sexy, and exciting, Gisela and her beloved Hermann pull off one daring heist after another. Banklady follows this outlaw who captured Germany’s imagination, boldly defying gender expectations and living a decades-long Bonnie and Clyde romance."
17427,What Other Couples Do,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Married or dating? Then you'll love this smart, snarky, hilarious but heartbreaking film about relationships, sex &amp; love. Four couples gather for an L.A. dinner party and decide to play kissing game ""Seven Minutes in Heaven."" Be careful what you lust for!"
17430,The Song,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"The film follows aspiring singer-songwriter Jed King (Alan Powell) as he struggles to catch a break and escape the long shadow of his father, a country music legend. After reluctantly accepting a gig at a local vineyard harvest festival, Jed is love-struck by the vineyard owner’s daughter, Rose (Ali Faulkner), and a romance quickly blooms. Soon after their wedding, Jed writes Rose “The Song,” which becomes a breakout hit. Thrust into a life of stardom and a world of temptation in the form of fellow performer Shelby Bale (Caitlin Nicol-Thomas), Jed’s life and marriage begin to fall apart."
17431,De zee die denkt,2000,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,Incredible optical illusions in a story in a story in a story helps the surprised viewer finally to find out that he has been watching himself all along.
17433,Cenerentola,2011,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing,"Once upon a time in post-war Rome: 13-year old Aurora, a gifted pianist, is the daughter of Valerio, a brilliant conductor. After Aurora's mother died, Valerio hired Irene, a single mother of two girls, to run the household. To Aurora's regret he decides to marry Irene. One day, Aurora happens to meet the boys next door, Freddy and Sebastian, the sons of a wealthy Italo-Austrian family. Freddy is an easy-going chap, though sometimes a little bit arrogant. His brother Sebastian is kind and shy, with a great ability to listen to and understand people, which makes him win Aurora's heart."
17435,How to Fall in Love,2012,insufficient sample,1.0,Missing,Missing,Missing,Missing,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves."
17436,The Time Being,2012,insufficient sample,1.0,Missing,Missing,Missing,Missing,"An artist meets a mysterious and wealthy benefactor and their relationship is not what it appears to be.  In this suspenseful drama from first-time writer-director Nenad Cicin-Sain, a struggling young artist (Wes Bentley) accepts a series of bizarre commissions from an eccentric, dying millionaire (Frank Langella) who may be trying to either help further his career or destroy his life."
17437,Mot Naturen,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Out of Nature is a journey inside Martins head. A family father in his 30s living in a small town of Norway. He feels alienated in his own life and longs to get away. Away from his job, away from his family, into the woods, up to the mountains. While spending a weekend alone on a hiking trip, he is forced to confront the way he lives his life. Out of Nature is an original, funny and tender film about how to take part in your own life as a husband, father and son."
17438,Northmen: A Viking Saga,2014,Missing,Missing,Missing,Missing,Missing,Missing,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.
17439,Reflections,2008,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Europol Agent Tom Brindle is called to Barcelona, Spain, to track down the notorious serial killer known as Pygmalion. A set of fingerprints lead to a young, volatile soldier, Marco Soler. Agent Brindle arrests Marco and intensely interrogates him, convinced that he has his man. Marco has an airtight alibi though and further investigation of the suspect leads Agent Brindle to a shocking discovery."
17440,Believe Me,2014,insufficient sample,7.0,insufficient sample,9.0,Missing,Missing,"Desperate, broke, and out of ideas, four college seniors start a fake charity to embezzle money for tuition."
17443,Exhibition,2013,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"An intimate examination of a contemporary artist couple, whose living and working patterns are threatened by the imminent sale of their home."
17444,Superfast!,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole damn restaurant, at crazy speeds."
17445,The Do-Deca-Pentathlon,2012,insufficient sample,6.0,insufficient sample,5.0,Missing,Missing,Two brothers compete in their own private 25-event Olympics.
17446,Adios Carmen,2013,Missing,Missing,Missing,Missing,Missing,Missing,"In 1975, 10-year-old Amar lives in a village in northern Morocco with his violent uncle, waiting for the unlikely return of his mother, who has left for Belgium. He finds a friend in Carmen, his neighbor, who is a Spanish exile and who works as an usher at the village cinema. Carmen helps him discover a world previously unknown to him."
17447,Zero,2012,Missing,Missing,insufficient sample,1.0,Missing,Missing,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011."
17448,Bandaged,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Since his wife's death, Arthur, a peculiar and severe surgeon, cloisters his teen daughter Lucille inside a strange mansion. Desperate, Lucille tries to commit suicide and ends up with her face completely burned and bandaged. Arthur, with the assistance of his aunt, prepares a weird skin graft in order to give back Lucille a face, a face that resembles his beloved and deceased wife. To take care of her, the father then hires Joan, an attractive nurse with a somber past. Lucille and Joan start a forbidden and passionate love affair."
17449,A Gun For Jennifer,1997,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,A woman comes to New York City from Ohio to escape an abusive husband and gets entangled with murderous female vigilantes who prey on abusive men.
17450,Effie Gray,2014,insufficient sample,2.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,A look at the mysterious relationship between Victorian art critic John Ruskin and his teenage bride Effie Gray.
17451,Grigris,2013,Missing,Missing,Missing,Missing,Missing,Missing,"A 25 year old young man with dreams of becoming a dancer despite the fact that he's paralyzed from the waist down. His dreams are shattered when his uncle falls seriously ill. To save him, he decides to go work for petrol traffickers."
17453,Les jolies choses,2001,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Lucie, who works as a white-hot fashion model, exhibits a dominant, often controlling, ""Type A"" personality, whereas identical twin Marie consistently projects a backward, reserved, laconic and unassuming attitude. When Lucie receives a covetable French recording contract, a significant problem stands in her way: the inability to sing. Marie possesses the voice of an angel, however, and quickly jets off to Paris to stand in for her sister, unannounced - little realizing the dangerous and even violent string of consequences that she is igniting."
17455,Sexual Predator,2001,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,A female parole officer unwittingly gets involved with a handsome photographer who might be a serial killer.
17456,Broken Bridges,2006,insufficient sample,9.0,0.45454545454545453,11.0,Missing,Missing,"A fading country music star (Keith) returns to his hometown, where he reunites with his childhood sweetheart and also meets his 16-year-old daughter for the first time."
17460,Schtonk!,1992,insufficient sample,6.0,0.21428571428571427,14.0,Missing,Missing,"Schtonk! is a farce of the actual events of 1983, when Germany's Stern magazine published, with great fanfare, 60 volumes of the alleged diaries of Adolf Hitler – which two weeks later turned out to be entirely fake.  Fritz Knobel (based on real-life forger Konrad Kujau) supports himself by faking and selling Nazi memorabilia. When Knobel writes and sells a volume of Hitler's (nonexistent) diaries, he thinks it's just another job.  When sleazy journalist Hermann Willié learns of the diaries, however, he quickly realizes their potential value... and Knobel is quickly in over his head. As the pressure builds and Knobel is forced to deliver more and more volumes of the fake diaries, he finds himself acting increasingly like the man whose life he is rewriting. The film is a romping and hilarious satire, poking fun not only at the events and characters involved in the hoax (who are only thinly disguised in the film), but at the discomfort Germany has with its difficult past."
17461,"Norte, Hangganan ng Kasaysayan",2013,Missing,Missing,insufficient sample,1.0,Missing,Missing,"A man is wrongly jailed for murder while the real killer roams free. The murderer is an intellectual frustrated with his country’s never-ending cycle of betrayal and apathy. The convict is a simple man who finds life in prison more tolerable, when something mysterious and strange starts happening to him."
17463,Hysteria: The Def Leppard Story,2001,insufficient sample,3.0,insufficient sample,9.0,Missing,Missing,"A dramatization of the early years of the hard rock band, Def Leppard, the group faces both success and personal tragedies such as drummer, Rick Allen losing his arm in a car accident and guitarist Steve Clark's alcohol addiction."
17465,A Short History of Decay,2014,Missing,Missing,Missing,Missing,Missing,Missing,"""A Short History of Decay"" tells the story of Nathan Fisher, a thirty-something Brooklyn “hipster” (Greenberg) whose writing career is stalled, much to the chagrin of his ambitious live-in girlfriend, Erika (Chriqui). When she unceremoniously dumps him, Nathan retreats into a depressive funk, not knowing where to turn-- finish the novel? work on the play?-- when he gets a call from his brother in Florida telling him his father has been hospitalized. Racing down to ""snowbird"" central, Nathan finds his father (Yulin) on the mend (albeit grumpy), and his normally addled mother (Lavin) a bit hazier than usual. His quick visit turns into an extended stay during which he discovers that his aging parents are actually in much better control of their lives than he is. He also meets a woman (Perkins)--his mother's manicurist, no less-- who is the polar opposite of Erika, but who may just be exactly what Nathan needs."
17466,Hansel and Gretel Get Baked,2013,Missing,Missing,insufficient sample,6.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug (Lara Flynn Boyle) turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives."
